kpoint_index,state_index,eigenvalue_ev_old,eigenvalue_ev_new,delta_ev
1,47,-47.20212093863378,-47.21874272815606,-0.016621789522275776
1,48,-47.201727524120365,-47.21640938584752,-0.01468186172715491
1,49,-47.20246987547132,-47.219915877880574,-0.017446002409251093
1,50,-47.200359064355936,-47.214142013305135,-0.01378294894919918
1,51,-47.19991133193944,-47.21576720132529,-0.015855869385852372
1,52,-47.20084370862495,-47.21636001900555,-0.015516310380597531
1,53,-47.19775664773021,-47.21198923726226,-0.014232589532049644
1,54,-3.9760555170899563,-3.9759480269815484,0.00010749010840793716
1,55,-3.4594252697846435,-3.4541584036192114,0.005266866165432038
1,56,-3.4597808072233605,-3.4607369165705,-0.0009561093471397442
1,57,-3.4603702554003,-3.464383407636111,-0.004013152235810669
1,58,-2.947279078754809,-2.9420806060881017,0.0051984726667071435
1,59,-2.947648585063173,-2.9485124433892924,-0.0008638583261193489
1,60,-2.9482204224142037,-2.95228273985199,-0.004062317437786511
1,61,-2.4319441091077976,-2.4318544349878795,8.967411991811503e-05
1,62,-2.4170260659699974,-2.4118164453647077,0.005209620605289622
1,63,-2.4174022853670123,-2.4183080199515232,-0.000905734584510931
1,64,-2.4179706361568543,-2.4220443347913,-0.004073698634445844
1,65,-1.9249230572068374,-1.9204485203640933,0.004474536842744126
1,66,-1.9254436426995405,-1.9242674307020329,0.0011762119975076146
1,67,-1.9251621699816306,-1.9216198255251544,0.0035423444564761652
1,68,-1.9257940791193973,-1.9298544339081272,-0.004060354788729903
1,69,-1.925523666836505,-1.92647377990358,-0.0009501130670750424
1,70,-1.9260778449118274,-1.9297945554142844,-0.0037167105024569214
1,71,-1.4094086139934632,-1.4095767339908465,-0.00016811999738330918
1,72,-1.4099626596108348,-1.4095084331954069,0.0004542264154279163
1,73,-1.4096007421745136,-1.409663880148867,-6.313797435342217e-05
1,74,-1.0135470184432644,-1.0087524262858802,0.004794592157384203
1,75,-1.0140289265845213,-1.0144077917548584,-0.0003788651703371393
1,76,-1.0143933567214298,-1.0185034735342462,-0.004110116812816367
1,77,-0.8352098215057631,-0.8353483981188555,-0.00013857661309246705
1,78,-0.8357479696112678,-0.8353562313620476,0.00039173824922023037
